execution_order,run_id,config_id,rep,config_hash,scan_type,timing,fragmentation,decoys,padding,source_port,command_template
686,C0080-r3,C0080,3,193c121435,sA,T3,none,d10,pad50,sp53,"nmap -sA -T3 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
687,C0291-r3,C0291,3,4d49449b26,sT,T4,f,none,none,none,"nmap -sT -T4 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
688,C0362-r3,C0362,3,9ed5871416,sS,T1,ff,d5,pad50,none,"nmap -sS -T1 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
689,C0273-r1,C0273,1,acc7501766,sN,T5,none,d5,none,sp53,"nmap -sN -T5 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
690,C0294-r1,C0294,1,98334550e0,sU,T5,none,d5,none,sp53,"nmap -sU -T5 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
691,C0238-r3,C0238,3,78a75dfb42,sF,T2,ff,d10,pad50,sp53,"nmap -sF -T2 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
692,C0064-r2,C0064,2,be28aa3da0,sU,T2,mtu24,d10,none,sp53,"nmap -sU -T2 --mtu 24 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
693,C0129-r1,C0129,1,0e107d93f5,sF,T4,mtu24,d10,pad50,sp53,"nmap -sF -T4 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
694,C0232-r2,C0232,2,30528d8bd0,sF,T2,ff,d5,pad50,sp53,"nmap -sF -T2 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
695,C0206-r3,C0206,3,79e4f93184,sA,T0,none,none,pad50,none,"nmap -sA -T0 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
696,C0197-r3,C0197,3,82dbcefcc4,sS,T4,ff,d5,pad50,sp53,"nmap -sS -T4 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
697,C0256-r3,C0256,3,1c3a7c4f98,sA,T4,mtu24,d10,pad50,none,"nmap -sA -T4 --mtu 24 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
698,C0264-r2,C0264,2,c57a487768,sF,T1,mtu24,none,pad50,none,"nmap -sF -T1 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
699,C0211-r3,C0211,3,0340480282,sS,T0,ff,d5,none,sp53,"nmap -sS -T0 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
700,C0037-r3,C0037,3,de2b3976ca,sA,T4,ff,d5,pad50,none,"nmap -sA -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
701,C0149-r1,C0149,1,7592bec283,sA,T2,none,d10,pad50,none,"nmap -sA -T2 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
702,C0161-r3,C0161,3,d380daf735,sA,T5,f,none,none,none,"nmap -sA -T5 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
703,C0158-r1,C0158,1,40e73e6fe5,sX,T3,f,none,pad50,sp53,"nmap -sX -T3 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
704,C0247-r3,C0247,3,bdc548ba6a,sU,T3,f,d5,none,none,"nmap -sU -T3 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
705,C0115-r2,C0115,2,ae27ff0314,sS,T5,none,d5,none,sp53,"nmap -sS -T5 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
706,C0018-r3,C0018,3,b7224d35e9,sF,T3,ff,none,none,none,"nmap -sF -T3 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
707,C0364-r3,C0364,3,e4481efe36,sU,T5,ff,d5,pad50,sp53,"nmap -sU -T5 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
708,C0219-r1,C0219,1,e6e8d73285,sT,T3,mtu24,d10,pad50,none,"nmap -sT -T3 --mtu 24 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
709,C0287-r3,C0287,3,496ec61fa5,sU,T3,ff,none,pad50,sp53,"nmap -sU -T3 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
710,C0160-r3,C0160,3,59f9d1e99f,sN,T1,mtu24,none,pad50,none,"nmap -sN -T1 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
711,C0107-r2,C0107,2,11f51c6614,sX,T2,f,d10,none,sp53,"nmap -sX -T2 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
712,C0327-r1,C0327,1,20c66708dc,sA,T1,f,d5,pad50,sp53,"nmap -sA -T1 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
713,C0168-r1,C0168,1,041b6dcf40,sX,T5,none,d10,none,sp53,"nmap -sX -T5 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
714,C0351-r1,C0351,1,ada56e0dc5,sU,T1,f,d10,pad50,sp53,"nmap -sU -T1 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
715,C0071-r2,C0071,2,46a3510ea1,sA,T4,none,d10,pad50,sp53,"nmap -sA -T4 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
716,C0063-r2,C0063,2,fcd5f97d74,sS,T2,mtu24,d5,pad50,none,"nmap -sS -T2 --mtu 24 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
717,C0334-r1,C0334,1,d5e4f86fe2,sT,T1,ff,d5,none,sp53,"nmap -sT -T1 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
718,C0024-r1,C0024,1,1d46384bad,sX,T2,mtu24,d5,none,sp53,"nmap -sX -T2 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
719,C0296-r1,C0296,1,98a63aae93,sF,T1,mtu24,d10,none,sp53,"nmap -sF -T1 --mtu 24 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
720,C0330-r2,C0330,2,b3daaed8ef,sX,T2,mtu24,none,pad50,none,"nmap -sX -T2 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
721,C0345-r2,C0345,2,e278291d34,sN,T1,ff,d10,none,none,"nmap -sN -T1 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
722,C0087-r2,C0087,2,172ca85715,sX,T1,f,d10,none,sp53,"nmap -sX -T1 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
723,C0284-r2,C0284,2,55a926f33f,sT,T3,ff,d10,none,sp53,"nmap -sT -T3 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
724,C0054-r3,C0054,3,6b07c808e4,sF,T2,ff,d10,none,none,"nmap -sF -T2 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
725,C0292-r1,C0292,1,5ea5527998,sU,T0,mtu24,d10,none,none,"nmap -sU -T0 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
726,C0198-r3,C0198,3,8935cc5c1d,sU,T0,f,d5,none,sp53,"nmap -sU -T0 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
727,C0065-r1,C0065,1,bed2e4644e,sF,T5,none,none,none,none,"nmap -sF -T5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
728,C0282-r1,C0282,1,d015c6b534,sT,T5,ff,none,pad50,none,"nmap -sT -T5 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
729,C0329-r3,C0329,3,05c84c1f90,sS,T1,mtu24,d5,pad50,none,"nmap -sS -T1 --mtu 24 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
730,C0066-r3,C0066,3,3c3e7b5f79,sU,T1,ff,d10,none,none,"nmap -sU -T1 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
731,C0224-r2,C0224,2,f98a7b306b,sF,T3,ff,d5,pad50,none,"nmap -sF -T3 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
732,C0266-r3,C0266,3,0e9a2d832b,sN,T4,f,d5,none,sp53,"nmap -sN -T4 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
733,C0326-r3,C0326,3,6dc0b8f153,sN,T0,f,none,pad50,none,"nmap -sN -T0 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
734,C0145-r1,C0145,1,7afc7b6980,sX,T2,f,none,pad50,sp53,"nmap -sX -T2 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
735,C0200-r2,C0200,2,36fce8a7f1,sT,T3,f,d10,none,none,"nmap -sT -T3 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
736,C0233-r3,C0233,3,cbf68dc995,sX,T5,f,none,none,none,"nmap -sX -T5 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
737,C0008-r3,C0008,3,459f6a6eb9,sA,T0,mtu24,d10,pad50,sp53,"nmap -sA -T0 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
738,C0346-r2,C0346,2,6a17fd95a2,sF,T1,none,none,pad50,sp53,"nmap -sF -T1 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
739,C0277-r3,C0277,3,5b95d97f97,sF,T3,mtu24,d5,none,sp53,"nmap -sF -T3 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
740,C0368-r2,C0368,2,dff66fa6e5,sU,T4,none,d10,pad50,sp53,"nmap -sU -T4 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
741,C0290-r2,C0290,2,f4b0472fa7,sN,T3,none,d5,pad50,none,"nmap -sN -T3 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
742,C0319-r1,C0319,1,409d02d26d,sS,T2,ff,d10,none,none,"nmap -sS -T2 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
743,C0321-r1,C0321,1,9ed1a187c7,sA,T2,mtu24,d5,pad50,sp53,"nmap -sA -T2 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
744,C0242-r1,C0242,1,22e573dd79,sX,T1,f,none,none,none,"nmap -sX -T1 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
745,C0164-r2,C0164,2,da30da1f52,sF,T2,f,none,none,none,"nmap -sF -T2 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
746,C0059-r1,C0059,1,59593f3886,sF,T0,none,d5,pad50,none,"nmap -sF -T0 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
747,C0286-r1,C0286,1,e333134b33,sN,T0,ff,d5,none,none,"nmap -sN -T0 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
748,C0369-r1,C0369,1,188e8772f0,sT,T1,ff,d10,none,none,"nmap -sT -T1 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
749,C0185-r1,C0185,1,fdbb2a8b62,sA,T3,ff,d10,pad50,none,"nmap -sA -T3 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
750,C0078-r3,C0078,3,3cb5204d0b,sA,T4,ff,d10,pad50,none,"nmap -sA -T4 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
751,C0041-r3,C0041,3,9ba1eb5aed,sS,T1,ff,d10,pad50,sp53,"nmap -sS -T1 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
752,C0178-r2,C0178,2,2cb06c3df6,sX,T3,none,none,none,sp53,"nmap -sX -T3 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
753,C0092-r1,C0092,1,ccb2407977,sX,T0,none,d5,pad50,none,"nmap -sX -T0 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
754,C0021-r2,C0021,2,6bd8e15160,sX,T1,none,none,none,none,"nmap -sX -T1 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
755,C0306-r3,C0306,3,2d1a39e391,sU,T1,mtu24,none,none,sp53,"nmap -sU -T1 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
756,C0284-r1,C0284,1,55a926f33f,sT,T3,ff,d10,none,sp53,"nmap -sT -T3 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
757,C0092-r3,C0092,3,ccb2407977,sX,T0,none,d5,pad50,none,"nmap -sX -T0 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
758,C0019-r3,C0019,3,33920e94e7,sU,T4,f,d5,pad50,sp53,"nmap -sU -T4 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
759,C0191-r2,C0191,2,58976cdee4,sT,T1,f,none,none,none,"nmap -sT -T1 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
760,C0006-r1,C0006,1,8830043ac6,sT,T3,f,none,pad50,sp53,"nmap -sT -T3 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
761,C0124-r3,C0124,3,844b75776e,sX,T3,f,none,pad50,none,"nmap -sX -T3 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
762,C0353-r3,C0353,3,72c46d245b,sA,T4,none,none,pad50,sp53,"nmap -sA -T4 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
763,C0336-r2,C0336,2,9e21a898ee,sN,T2,f,d5,pad50,none,"nmap -sN -T2 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
764,C0293-r2,C0293,2,7ae92c6684,sX,T0,none,d10,none,sp53,"nmap -sX -T0 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
765,C0041-r1,C0041,1,9ba1eb5aed,sS,T1,ff,d10,pad50,sp53,"nmap -sS -T1 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
766,C0179-r1,C0179,1,0c6561808f,sU,T5,ff,d10,none,none,"nmap -sU -T5 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
767,C0002-r3,C0002,3,b82f5a5740,sA,T0,none,d10,none,none,"nmap -sA -T0 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
768,C0126-r1,C0126,1,87bba76513,sS,T1,ff,d5,pad50,sp53,"nmap -sS -T1 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
769,C0098-r2,C0098,2,38bf1a0b1d,sS,T0,none,none,none,none,"nmap -sS -T0 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
770,C0138-r1,C0138,1,cdd8cde2ba,sT,T2,none,d5,pad50,sp53,"nmap -sT -T2 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
771,C0209-r3,C0209,3,82611df3c5,sS,T5,ff,none,none,sp53,"nmap -sS -T5 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
772,C0117-r3,C0117,3,e8bdb81376,sT,T3,mtu24,d5,pad50,sp53,"nmap -sT -T3 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
773,C0152-r1,C0152,1,fbfebf3c77,sN,T0,ff,d5,pad50,sp53,"nmap -sN -T0 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
774,C0374-r2,C0374,2,e9d2aaaff0,sA,T2,ff,d10,none,none,"nmap -sA -T2 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
775,C0096-r2,C0096,2,a78a4121ce,sX,T4,none,none,none,none,"nmap -sX -T4 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
776,C0184-r2,C0184,2,08331bb567,sN,T1,f,d10,none,none,"nmap -sN -T1 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
777,C0107-r1,C0107,1,11f51c6614,sX,T2,f,d10,none,sp53,"nmap -sX -T2 -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
778,C0017-r1,C0017,1,ed2d916436,sF,T2,f,none,none,sp53,"nmap -sF -T2 -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
779,C0339-r1,C0339,1,d96e60bcc1,sX,T0,f,none,pad50,none,"nmap -sX -T0 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
780,C0210-r1,C0210,1,c27f4d8d8d,sN,T1,f,none,pad50,sp53,"nmap -sN -T1 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
781,C0083-r1,C0083,1,b1a7cbbb30,sU,T3,mtu24,d10,pad50,sp53,"nmap -sU -T3 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
782,C0249-r1,C0249,1,fb2b44b958,sX,T0,none,d5,pad50,sp53,"nmap -sX -T0 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
783,C0238-r1,C0238,1,78a75dfb42,sF,T2,ff,d10,pad50,sp53,"nmap -sF -T2 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
784,C0130-r1,C0130,1,7035a3075d,sN,T0,ff,d10,pad50,sp53,"nmap -sN -T0 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
785,C0316-r1,C0316,1,b8f285646f,sX,T1,mtu24,d10,pad50,none,"nmap -sX -T1 --mtu 24 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
786,C0314-r2,C0314,2,f7f166880b,sT,T4,mtu24,d5,pad50,sp53,"nmap -sT -T4 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
787,C0311-r3,C0311,3,ea229bbe94,sA,T0,ff,none,none,sp53,"nmap -sA -T0 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
788,C0332-r3,C0332,3,0fbec70973,sX,T2,ff,d10,none,sp53,"nmap -sX -T2 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
789,C0180-r1,C0180,1,e9984b03ae,sS,T0,none,d5,pad50,sp53,"nmap -sS -T0 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
790,C0340-r3,C0340,3,0af2efcc82,sS,T4,none,none,pad50,none,"nmap -sS -T4 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
791,C0276-r2,C0276,2,63aef16e88,sX,T3,none,d5,none,none,"nmap -sX -T3 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
792,C0266-r1,C0266,1,0e9a2d832b,sN,T4,f,d5,none,sp53,"nmap -sN -T4 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
793,C0274-r2,C0274,2,b7cf8c01da,sF,T0,mtu24,none,none,none,"nmap -sF -T0 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
794,C0191-r1,C0191,1,58976cdee4,sT,T1,f,none,none,none,"nmap -sT -T1 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
795,C0338-r2,C0338,2,36c3a65202,sF,T0,mtu24,d10,none,sp53,"nmap -sF -T0 --mtu 24 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
796,C0120-r1,C0120,1,71b651a3ed,sN,T1,none,d5,none,sp53,"nmap -sN -T1 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
